buyer,seller,symbol,K,n,mean_fwd,global_mean_fwd,residual_mean,t_stat
Mark 14,Mark 22,VEV_5300,100,30,0.65,0.22392638036809817,0.4260736196319018,1.1549231186364703
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,5,316,-0.03322784810126582,0.33598841419261405,-0.3692162622938799,-0.2808425831430369
Mark 14,Mark 22,VEV_5400,20,13,-0.34615384615384615,0.021739130434782608,-0.36789297658862874,-1.238193453540749
Mark 14,Mark 22,VEV_5400,5,13,-0.38461538461538464,-0.030797101449275364,-0.35381828316610925,-3.3333333333333335
Mark 14,Mark 38,HYDROGEL_PACK,20,496,0.23387096774193547,-0.11448140900195694,0.3483523767438924,0.5993981179800753
Mark 55,Mark 01,VELVETFRUIT_EXTRACT,5,244,-0.0020491803278688526,0.33598841419261405,-0.3380375945204829,-0.015143055493129122
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,20,260,0.0057692307692307696,0.33671252715423605,-0.3309432963850053,0.021367183292013647
Mark 55,Mark 01,VELVETFRUIT_EXTRACT,20,244,0.006147540983606557,0.33671252715423605,-0.3305649861706295,0.02254841886603109
Mark 14,Mark 22,VEV_5200,20,33,0.015151515151515152,0.2978723404255319,-0.28272082527401676,0.02588739206762294
Mark 38,Mark 14,VEV_4000,100,203,-0.4064039408866995,-0.14645308924485126,-0.2599508516418483,-0.659836798771061
Mark 14,Mark 22,VEV_5500,5,7,-0.2857142857142857,-0.026143790849673203,-0.2595704948646125,-1.5491933384829666
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,20,331,0.5755287009063444,0.33671252715423605,0.2388161737521084,2.713686226945129
Mark 38,Mark 14,HYDROGEL_PACK,20,507,-0.3530571992110454,-0.11448140900195694,-0.23857579020908845,-0.9265111759629896
Mark 14,Mark 22,VEV_5300,5,30,-0.4166666666666667,-0.18902439024390244,-0.22764227642276424,-2.532968456878179
Mark 14,Mark 38,VEV_4000,20,232,-0.1788793103448276,0.03068181818181818,-0.20956112852664577,-0.6090217622057494
Mark 01,Mark 22,VEV_5300,100,131,0.026717557251908396,0.22392638036809817,-0.19720882311618979,0.09438270074145173
Mark 22,Mark 55,VELVETFRUIT_EXTRACT,20,18,0.5277777777777778,0.33671252715423605,0.19106525062354174,0.5723056497519529
Mark 38,Mark 14,VEV_4000,20,205,0.2146341463414634,0.03068181818181818,0.18395232815964524,0.752523547921182
Mark 55,Mark 01,VELVETFRUIT_EXTRACT,100,244,-0.17418032786885246,-0.0036469730123997084,-0.17053335485645274,-0.286911599253735
Mark 14,Mark 38,VEV_4000,5,232,-0.16379310344827586,-0.006787330316742082,-0.15700577313153377,-1.1197119741505646
Mark 38,Mark 14,VEV_4000,5,207,0.13043478260869565,-0.006787330316742082,0.13722211292543773,0.8471128956855575
Mark 14,Mark 38,HYDROGEL_PACK,5,496,0.0715725806451613,-0.05430528375733855,0.12587786440249984,0.3529481780908806
Mark 38,Mark 14,HYDROGEL_PACK,5,507,-0.17159763313609466,-0.05430528375733855,-0.11729234937875611,-0.9230233405315611
Mark 14,Mark 22,VEV_5300,20,30,-0.21666666666666667,-0.11280487804878049,-0.10386178861788618,-0.7647058823529412
Mark 14,Mark 22,VEV_5200,5,33,-0.24242424242424243,-0.1595744680851064,-0.08284977433913604,-1.4250399015019133
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5,331,0.26132930513595165,0.33598841419261405,-0.0746591090566624,2.1520837296133988
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,5,260,0.2903846153846154,0.33598841419261405,-0.04560379880799864,2.112984526639036
Mark 01,Mark 22,VEV_5400,100,260,0.0038461538461538464,-0.038461538461538464,0.04230769230769231,0.042481044090478634
Mark 01,Mark 22,VEV_5300,5,132,-0.14772727272727273,-0.18902439024390244,0.041297117516629706,-2.2914560462557185
Mark 14,Mark 38,VEV_4000,100,231,-0.10606060606060606,-0.14645308924485126,0.040392483184245195,-0.1785914400965127
Mark 01,Mark 22,VEV_5200,5,11,-0.18181818181818182,-0.1595744680851064,-0.022243713733075432,-0.53644178078582
Mark 01,Mark 22,VEV_5400,20,263,0.039923954372623575,0.021739130434782608,0.018184823937840967,0.8355168197776018
Mark 01,Mark 22,VEV_5400,5,263,-0.013307984790874524,-0.030797101449275364,0.01748911665840084,-0.5689189907814672
Mark 01,Mark 22,VEV_5500,100,297,-0.02356902356902357,-0.03618421052631579,0.012615186957292222,-0.5699484745307889
Mark 01,Mark 22,VEV_5500,20,299,0.02508361204013378,0.014705882352941176,0.010377729687192604,1.0478169779074455
Mark 01,Mark 22,VEV_5300,20,132,-0.12121212121212122,-0.11280487804878049,-0.008407243163340725,-0.8405868912188258
Mark 01,Mark 22,VEV_5500,5,299,-0.020066889632107024,-0.026143790849673203,0.0060769012175661795,-1.5273947271756931
Mark 01,Mark 22,VEV_6000,5,317,0.0,0.0,0.0,
Mark 01,Mark 22,VEV_6000,20,317,0.0,0.0,0.0,
Mark 01,Mark 22,VEV_6500,5,317,0.0,0.0,0.0,
Mark 01,Mark 22,VEV_6500,20,317,0.0,0.0,0.0,
Mark 01,Mark 22,VEV_6000,100,314,0.0,0.0,0.0,
Mark 01,Mark 22,VEV_6500,100,314,0.0,0.0,0.0,
